país,data,nome,tipo
canada,1 de Fev,Lunar New Year,Observance
canada,2 de Fev,Groundhog Day,Observance
canada,14 de Fev,Valentine's Day,Observance
canada,15 de Fev,National Flag of Canada Day,Observance
canada,21 de Fev,Louis Riel Day,Common local holiday
canada,21 de Fev,Nova Scotia Heritage Day,Common local holiday
canada,21 de Fev,Islander Day,Common local holiday
canada,21 de Fev,Family Day,Common local holiday
canada,25 de Fev,Yukon Heritage Day,Local de facto holiday
canada,1 de Mar,Carnival / Shrove Tuesday / Pancake Day,Christian
canada,1 de Mar,Isra and Mi'raj,Muslim
canada,1 de Mar,St David's Day,Observance
canada,2 de Mar,Ash Wednesday,Christian
canada,13 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
canada,14 de Mar,Commonwealth Day,Observance
canada,14 de Mar,St. Patrick's Day,Local holiday
canada,17 de Mar,Purim,Jewish holiday
canada,17 de Mar,St. Patrick's Day,Observance
canada,20 de Mar,March Equinox,Season
canada,2 de Abr,Ramadan Start,Muslim
canada,6 de Abr,Tartan Day,Observance
canada,9 de Abr,Vimy Ridge Day,Observance
canada,10 de Abr,Palm Sunday,Christian
canada,14 de Abr,Maundy Thursday,Christian
canada,15 de Abr,Good Friday,Statutory Holiday
canada,16 de Abr,Holy Saturday,Christian
canada,16 de Abr,First day of Passover,Jewish holiday
canada,17 de Abr,Easter Sunday,"Observance, Christian"
canada,17 de Abr,Easter Sunday,Shops Closing Day
canada,17 de Abr,Easter Sunday,Designated Retail Closing Day
canada,18 de Abr,Easter Monday,Optional holiday
canada,18 de Abr,Easter Monday,Statutory Holiday
canada,18 de Abr,Easter Monday,Local de facto holiday
canada,18 de Abr,Easter Monday,Statutory Holiday
canada,22 de Abr,Orthodox Good Friday,Orthodox
canada,23 de Abr,Last day of Passover,Jewish holiday
canada,23 de Abr,Orthodox Holy Saturday,Orthodox
canada,24 de Abr,Orthodox Easter,Orthodox
canada,25 de Abr,Orthodox Easter Monday,Orthodox
canada,25 de Abr,St. George's Day,Local holiday
canada,27 de Abr,Yom HaShoah,Jewish commemoration
canada,27 de Abr,Laylatul Qadr (Night of Power),Muslim
canada,2 de Mai,Eid ul Fitr,Muslim
canada,5 de Mai,Yom HaAtzmaut,Jewish holiday
canada,8 de Mai,Mother's Day,Observance
canada,19 de Mai,Lag B'Omer,Jewish holiday
canada,23 de Mai,National Patriots' Day,Local holiday
canada,23 de Mai,Victoria Day,Statutory Holiday
canada,23 de Mai,Victoria Day,Statutory Holiday
canada,26 de Mai,Ascension Day,Christian
canada,5 de Jun,Pentecost,Christian
canada,5 de Jun,Shavuot,Jewish holiday
canada,6 de Jun,Whit Monday,Christian
canada,12 de Jun,Trinity Sunday,Christian
canada,16 de Jun,Corpus Christi,Christian
canada,19 de Jun,Father's Day,Observance
canada,21 de Jun,National Indigenous Peoples Day,Observance
canada,21 de Jun,National Indigenous Peoples Day,Local holiday
canada,21 de Jun,June Solstice,Season
canada,24 de Jun,St. Jean Baptiste Day,Local holiday
canada,27 de Jun,June Holiday,Local holiday
canada,1 de Jul,Memorial Day,Local holiday
canada,1 de Jul,Canada Day,Statutory Holiday
canada,9 de Jul,Eid al-Adha,Muslim
canada,9 de Jul,Nunavut Day,Local holiday
canada,11 de Jul,Orangemen's Day,Local holiday
canada,30 de Jul,Muharram/Islamic New Year,Muslim
canada,1 de Ago,Civic/Provincial Day,Statutory Holiday
canada,1 de Ago,Civic/Provincial Day,Local observance
canada,1 de Ago,Saskatchewan Day,Common local holiday
canada,1 de Ago,Terry Fox Day,Local observance
canada,1 de Ago,New Brunswick Day,Prescribed Day of Rest
canada,1 de Ago,British Columbia Day,Common local holiday
canada,1 de Ago,Natal Day,Common local holiday
canada,1 de Ago,Heritage Day,Optional holiday
canada,3 de Ago,The Royal St John's Regatta (Regatta Day),Local holiday
canada,7 de Ago,Tisha B'Av,Jewish holiday
canada,8 de Ago,Ashura (Tentative Date),Muslim
canada,15 de Ago,Assumption of Mary,Christian
canada,15 de Ago,Discovery Day,Local holiday
canada,19 de Ago,Gold Cup Parade,Local holiday
canada,5 de Set,Labour Day,Statutory Holiday
canada,19 de Set,Queen Elizabeth II's Funeral Day,Federal Employees Holiday
canada,19 de Set,Queen Elizabeth II's Funeral Day,Provincial Public Sector Holiday
canada,19 de Set,Queen Elizabeth II's Funeral Day,Statutory Holiday
canada,22 de Set,September Equinox,Season
canada,26 de Set,Rosh Hashana,Jewish holiday
canada,30 de Set,National Day for Truth and Reconciliation,Statutory Holiday
canada,30 de Set,National Day for Truth and Reconciliation,Federal Employees Holiday
canada,4 de Out,Feast of St Francis of Assisi,Christian
canada,5 de Out,Yom Kippur,Jewish holiday
canada,9 de Out,Milad un Nabi (Mawlid),Muslim
canada,10 de Out,First day of Sukkot,Jewish holiday
canada,10 de Out,Thanksgiving Day,Statutory Holiday
canada,10 de Out,Thanksgiving Day,Designated Retail Closing Day
canada,10 de Out,Thanksgiving Day,Observance
canada,10 de Out,Thanksgiving Day,Statutory Holiday
canada,16 de Out,Hoshana Rabbah,Jewish holiday
canada,17 de Out,Shemini Atzeret,Jewish holiday
canada,18 de Out,Simchat Torah,Jewish holiday
canada,18 de Out,Healthcare Aide Day,Local observance
canada,24 de Out,Diwali/Deepavali,Observance
canada,31 de Out,Halloween,Observance
canada,1 de Nov,All Saints' Day,"Observance, Christian"
canada,2 de Nov,All Souls' Day,"Observance, Christian"
canada,6 de Nov,Daylight Saving Time ends,Clock change/Daylight Saving Time
canada,8 de Nov,National Aboriginal Veterans Day,Observance
canada,11 de Nov,Remembrance Day,Statutory Holiday
canada,11 de Nov,Remembrance Day,Observance
canada,27 de Nov,First Sunday of Advent,Observance
canada,8 de Dez,Feast of the Immaculate Conception,Christian
canada,11 de Dez,Anniversary of the Statute of Westminster,Observance
canada,19 de Dez,First Day of Hanukkah,Jewish holiday
canada,21 de Dez,December Solstice,Season
canada,24 de Dez,Christmas Eve,Provincial Public Sector Holiday
canada,24 de Dez,Christmas Eve,Observance
canada,25 de Dez,Christmas Day,Statutory Holiday
canada,26 de Dez,Last day of Hanukkah,Jewish holiday
canada,26 de Dez,Kwanzaa (first day),Observance
canada,26 de Dez,Boxing Day,Statutory Holiday
canada,26 de Dez,Boxing Day,Designated Retail Closing Day
canada,26 de Dez,Boxing Day,Optional holiday
canada,26 de Dez,Boxing Day,Local de facto holiday
canada,26 de Dez,Boxing Day,Provincial Public Sector Holiday
canada,26 de Dez,Day off for Boxing Day,Local holiday
canada,27 de Dez,Day off for Boxing Day,Provincial Public Sector Holiday
canada,31 de Dez,New Year's Eve,Observance
cayman-islands,1 de Jan,New Year's Day,Public Holiday
cayman-islands,3 de Jan,Day off for New Year's Day,Public Holiday
cayman-islands,24 de Jan,National Heroes Day,Public Holiday
cayman-islands,14 de Fev,Valentine's Day,Observance
cayman-islands,2 de Mar,Ash Wednesday,Public Holiday
cayman-islands,20 de Mar,March Equinox,Season
cayman-islands,15 de Abr,Good Friday,Public Holiday
cayman-islands,17 de Abr,Easter Sunday,Observance
cayman-islands,18 de Abr,Easter Monday,Public Holiday
cayman-islands,8 de Mai,Mothers' Day,Observance
cayman-islands,16 de Mai,Discovery Day,Public Holiday
cayman-islands,3 de Jun,Queen Elizabeth II's Platinum Jubilee,Public Holiday
cayman-islands,6 de Jun,Queen Elizabeth II's Birthday,Public Holiday
cayman-islands,19 de Jun,Fathers' Day,Observance
cayman-islands,21 de Jun,June Solstice,Season
cayman-islands,4 de Jul,Constitution Day,Public Holiday
cayman-islands,19 de Set,Queen Elizabeth II's Funeral Day,Public Holiday
cayman-islands,22 de Set,September Equinox,Season
cayman-islands,31 de Out,Halloween,Observance
cayman-islands,14 de Nov,Remembrance Day,Public Holiday
cayman-islands,21 de Dez,December Solstice,Season
cayman-islands,24 de Dez,Christmas Eve,Observance
cayman-islands,25 de Dez,Christmas Day,Public Holiday
cayman-islands,26 de Dez,Day off for Christmas Day,Public Holiday
cayman-islands,26 de Dez,Boxing Day,Public Holiday
cayman-islands,27 de Dez,Day off for Boxing Day,Public Holiday
cayman-islands,31 de Dez,New Year's Eve,Observance
central-african-republic,1 de Jan,New Year,Public Holiday
central-african-republic,20 de Mar,March Equinox,Season
central-african-republic,29 de Mar,Commemoration of Boganda,Public Holiday
central-african-republic,18 de Abr,Easter Monday,Public Holiday
central-african-republic,1 de Mai,Labour Day,Public Holiday
central-african-republic,2 de Mai,Eid al-Fitr,Public Holiday
central-african-republic,26 de Mai,Ascension Day,Public Holiday
central-african-republic,6 de Jun,Whit Monday,Public Holiday
central-african-republic,21 de Jun,June Solstice,Season
central-african-republic,30 de Jun,National Payer Day,Public Holiday
central-african-republic,9 de Jul,Eid al-Adha,Public Holiday
central-african-republic,13 de Ago,Independence Day,Public Holiday
central-african-republic,15 de Ago,Assumption of Mary,Public Holiday
central-african-republic,23 de Set,September Equinox,Season
central-african-republic,1 de Nov,All Saints' Eve,Public Holiday
central-african-republic,1 de Dez,Republic Day,Public Holiday
central-african-republic,21 de Dez,December Solstice,Season
central-african-republic,25 de Dez,Christmas Day,Public Holiday
chad,1 de Jan,New Year,Public Holiday
chad,8 de Mar,International Women's Day,Public Holiday
chad,20 de Mar,March Equinox,Season
chad,18 de Abr,Easter Monday,Public Holiday
chad,1 de Mai,May Day,Public Holiday
chad,2 de Mai,Eid al-Fitr,Public Holiday
chad,8 de Mai,Mother's Day,Observance
chad,19 de Jun,Father's Day,Observance
chad,21 de Jun,June Solstice,Season
chad,9 de Jul,Eid al-Adha,Public Holiday
chad,11 de Ago,Independence Day,Public Holiday
chad,23 de Set,September Equinox,Season
chad,8 de Out,The Prophet's Birthday,Public Holiday
chad,1 de Nov,All Saints' Day,Public Holiday
chad,28 de Nov,Proclamation of the Republic,Public Holiday
chad,1 de Dez,Freedom and Democracy Day,Public Holiday
chad,21 de Dez,December Solstice,Season
chad,25 de Dez,Christmas Day,Public Holiday
chile,1 de Jan,New Year's Day,National holiday
chile,20 de Mar,March Equinox,Season
chile,14 de Abr,Maundy Thursday,"Observance, Christian"
chile,15 de Abr,Good Friday,"National holiday, Christian"
chile,16 de Abr,Holy Saturday,"National holiday, Christian"
chile,17 de Abr,Easter Sunday,"Observance, Christian"
chile,1 de Mai,Labor Day / May Day,National holiday
chile,21 de Mai,Navy Day,National holiday
chile,16 de Jun,Corpus Christi,"Observance, Christian"
chile,21 de Jun,National Day of Indigenous Peoples,National holiday
chile,21 de Jun,June Solstice,Season
chile,27 de Jun,Saint Peter and Saint Paul,National holiday
chile,16 de Jul,Our Lady of Mount Carmel,National holiday
chile,15 de Ago,Assumption of Mary,National holiday
chile,4 de Set,Public Holiday (Constitutional Plebiscite),National holiday
chile,16 de Set,Day off for National Day,National holiday
chile,18 de Set,National Day,National holiday
chile,19 de Set,Army Day,National holiday
chile,22 de Set,September Equinox,Season
chile,10 de Out,Day of the Discovery of Two Worlds,National holiday
chile,31 de Out,Reformation Day,National holiday
chile,1 de Nov,All Saints' Day,National holiday
chile,8 de Dez,Inmaculate Conception Day,National holiday
chile,21 de Dez,December Solstice,Season
chile,25 de Dez,Christmas Day,"National holiday, Christian"
chile,31 de Dez,New Year's Eve,Bank holiday
china,1 de Jan,New Year's Day,National holiday
china,2 de Jan,New Year's Holiday,National holiday
china,3 de Jan,New Year's Holiday,National holiday
china,29 de Jan,Special Working Day,Working day on weekend
china,30 de Jan,Special Working Day,Working day on weekend
china,31 de Jan,Spring Festival Eve,National holiday
china,1 de Fev,Lunar New Year,National holiday
china,2 de Fev,Spring Festival Golden Week holiday,National holiday
china,3 de Fev,Spring Festival Golden Week holiday,National holiday
china,4 de Fev,Spring Festival Golden Week holiday,National holiday
china,5 de Fev,Spring Festival Golden Week holiday,National holiday
china,6 de Fev,Spring Festival Golden Week holiday,National holiday
china,15 de Fev,Lantern Festival,Observance
china,4 de Mar,Zhonghe Festival,Observance
china,8 de Mar,International Women's Day,Half day holiday
china,12 de Mar,Arbor Day,Observance
china,20 de Mar,March Equinox,Season
china,3 de Abr,Qing Ming Jie holiday,National holiday
china,4 de Abr,Qing Ming Jie holiday,National holiday
china,5 de Abr,Qing Ming Jie,National holiday
china,24 de Abr,Special Working Day,Working day on weekend
china,30 de Abr,Labour Day Holiday,National holiday
china,1 de Mai,Labour Day,National holiday
china,2 de Mai,Labour Day Holiday,National holiday
china,3 de Mai,Labour Day Holiday,National holiday
china,4 de Mai,Labour Day Holiday,National holiday
china,4 de Mai,Youth Day,Half day holiday
china,7 de Mai,Special Working Day,Working day on weekend
china,1 de Jun,Children's Day,Observance
china,3 de Jun,Dragon Boat Festival,National holiday
china,4 de Jun,Dragon Boat Festival holiday,National holiday
china,5 de Jun,Dragon Boat Festival holiday,National holiday
china,21 de Jun,June Solstice,Season
china,1 de Jul,CPC Founding Day,Observance
china,11 de Jul,Maritime Day,Observance
china,1 de Ago,Army Day,Observance
china,4 de Ago,Chinese Valentine's Day,Observance
china,12 de Ago,Spirit Festival,Observance
china,10 de Set,Teachers' Day,Observance
china,10 de Set,Mid-Autumn Festival,National holiday
china,11 de Set,Mid-Autumn Festival holiday,National holiday
china,12 de Set,Mid-Autumn Festival holiday,National holiday
china,23 de Set,September Equinox,Season
china,1 de Out,National Day,National holiday
china,2 de Out,National Day Golden Week holiday,National holiday
china,3 de Out,National Day Golden Week holiday,National holiday
china,4 de Out,National Day Golden Week holiday,National holiday
china,4 de Out,Double Ninth Festival,Observance
china,5 de Out,National Day Golden Week holiday,National holiday
china,6 de Out,National Day Golden Week holiday,National holiday
china,7 de Out,National Day Golden Week holiday,National holiday
china,8 de Out,Special Working Day,Working day on weekend
china,9 de Out,Special Working Day,Working day on weekend
china,8 de Nov,Journalists' Day,Observance
china,22 de Dez,December Solstice,Season
china,25 de Dez,Christmas Day,Observance
colombia,1 de Jan,New Year's Day,National holiday
colombia,6 de Jan,Epiphany,Observance
colombia,10 de Jan,Epiphany,National holiday
colombia,8 de Mar,Women's Day,Observance
colombia,19 de Mar,Saint Joseph's Day,Observance
colombia,20 de Mar,March Equinox,Season
colombia,21 de Mar,Saint Joseph's Day,National holiday
colombia,10 de Abr,Palm Sunday,"Observance, Christian"
colombia,14 de Abr,Maundy Thursday,"National holiday, Christian"
colombia,15 de Abr,Good Friday,"National holiday, Christian"
colombia,17 de Abr,Easter Sunday,"Observance, Christian"
colombia,23 de Abr,Language Day,Observance
colombia,26 de Abr,Secretaries' Day,Observance
colombia,29 de Abr,Day of Trees,Observance
colombia,30 de Abr,Children's Day,Observance
colombia,1 de Mai,Labor Day / May Day,National holiday
colombia,8 de Mai,Mother's Day,Observance
colombia,15 de Mai,Teacher's Day,Observance
colombia,30 de Mai,Ascension Day,National holiday
colombia,16 de Jun,Corpus Christi,Observance
colombia,19 de Jun,Father's Day,Observance
colombia,20 de Jun,Corpus Christi,National holiday
colombia,21 de Jun,June Solstice,Season
colombia,27 de Jun,Sacred Heart,National holiday
colombia,29 de Jun,Feast of Saint Peter and Saint Paul,Observance
colombia,4 de Jul,Feast of Saint Peter and Saint Paul,National holiday
colombia,20 de Jul,Independence Day,National holiday
colombia,7 de Ago,Battle of Boyacá Day,National holiday
colombia,15 de Ago,Assumption of Mary,National holiday
colombia,17 de Set,Valentine's Day,Observance
colombia,22 de Set,September Equinox,Season
colombia,12 de Out,Columbus Day,Observance
colombia,17 de Out,Columbus Day,National holiday
colombia,31 de Out,Halloween,Observance
colombia,1 de Nov,All Saints' Day,Observance
colombia,7 de Nov,All Saints' Day,National holiday
colombia,11 de Nov,Independence of Cartagena,Observance
colombia,14 de Nov,Independence of Cartagena,National holiday
colombia,14 de Nov,Colombian Women's Day,Observance
colombia,7 de Dez,Eve of the Feast of the Immaculate Conception,Observance
colombia,8 de Dez,Feast of the Immaculate Conception,National holiday
colombia,21 de Dez,December Solstice,Season
colombia,24 de Dez,Christmas Eve,Observance
colombia,25 de Dez,Christmas Day,"National holiday, Christian"
colombia,31 de Dez,New Year's Eve,Observance
comores,1 de Jan,New Year,Public Holiday
comores,28 de Fev,Isra and Mi'raj,Public Holiday
comores,18 de Mar,Cheikh Al Maarouf Day,Public Holiday
comores,20 de Mar,March Equinox,Season
comores,1 de Mai,Labour Day,Public Holiday
comores,3 de Mai,Eid al-Fitr,Public Holiday
comores,4 de Mai,Eid al-Fitr Holiday,Public Holiday
comores,5 de Mai,Eid al-Fitr Holiday,Public Holiday
comores,21 de Jun,June Solstice,Season
comores,6 de Jul,National Day,Public Holiday
comores,9 de Jul,Eid al-Adha,Public Holiday
comores,10 de Jul,Eid al-Adha Holiday,Public Holiday
comores,30 de Jul,Muharram,Public Holiday
comores,23 de Set,September Equinox,Season
comores,8 de Out,The Prophet's Birthday (Tentative Date),Public Holiday
comores,12 de Nov,Maore Day,Public Holiday
comores,22 de Dez,December Solstice,Season
republic-of-the-congo,1 de Jan,New Year,Public Holiday
republic-of-the-congo,20 de Mar,March Equinox,Season
republic-of-the-congo,17 de Abr,Easter Sunday,Observance
republic-of-the-congo,18 de Abr,Easter Monday,Public Holiday
republic-of-the-congo,1 de Mai,Labour Day,Public Holiday
republic-of-the-congo,8 de Mai,Mother's Day,Observance
republic-of-the-congo,26 de Mai,Ascension Day,Public Holiday
republic-of-the-congo,6 de Jun,Whit Monday,Public Holiday
republic-of-the-congo,10 de Jun,Reconciliation Day,Public Holiday
republic-of-the-congo,19 de Jun,Father's Day,Observance
republic-of-the-congo,21 de Jun,June Solstice,Season
republic-of-the-congo,15 de Ago,Independence Day,Public Holiday
republic-of-the-congo,23 de Set,September Equinox,Season
republic-of-the-congo,1 de Nov,All Saints' Eve,Public Holiday
republic-of-the-congo,28 de Nov,Republic Day,Public Holiday
republic-of-the-congo,21 de Dez,December Solstice,Season
republic-of-the-congo,25 de Dez,Christmas Day,Public Holiday
dr-congo,1 de Jan,New Year's Day,Public holiday
dr-congo,4 de Jan,Martyrs of Independence Day,Public holiday
dr-congo,15 de Jan,Anniversary of President Laurent Kabila’s Assassination observed,Public holiday
dr-congo,16 de Jan,Anniversary of President Laurent Kabila’s Assassination,Public holiday
dr-congo,17 de Jan,Anniversary of Prime Minister Patrice Emery Lumumba’s Assassination,Public holiday
dr-congo,14 de Fev,Valentine's Day,Observance
dr-congo,8 de Mar,International Women's Day,Observance
dr-congo,20 de Mar,International Francophonie Day,Observance
dr-congo,20 de Mar,March Equinox,Season
dr-congo,30 de Abr,Education Day,Observance
dr-congo,30 de Abr,May Day observed,Public holiday
dr-congo,1 de Mai,May Day,Public holiday
dr-congo,17 de Mai,Liberation Day,Public holiday
dr-congo,21 de Jun,Music Festival,Observance
dr-congo,21 de Jun,June Solstice,Season
dr-congo,30 de Jun,Independence Day,Public holiday
dr-congo,1 de Ago,Parents' Day,Public holiday
dr-congo,23 de Set,September Equinox,Season
dr-congo,27 de Set,World Tourism Day,Observance
dr-congo,21 de Dez,December Solstice,Season
dr-congo,24 de Dez,Christmas Eve,Observance
dr-congo,25 de Dez,Christmas Day,Public holiday
dr-congo,31 de Dez,New Year's Day observed,Public holiday
dr-congo,31 de Dez,New Year's Eve,Observance
cook-islands,1 de Jan,New Year's Day,Public Holiday
cook-islands,2 de Jan,Day After New Year's Day,Public Holiday
cook-islands,3 de Jan,New Year's Day observed,Public Holiday
cook-islands,4 de Jan,Day After New Year's Day observed,Public Holiday
cook-islands,20 de Mar,March Equinox,Season
cook-islands,15 de Abr,Good Friday,Public Holiday
cook-islands,17 de Abr,Easter Sunday,Observance
cook-islands,18 de Abr,Easter Monday,Public Holiday
cook-islands,25 de Abr,ANZAC Day,Public Holiday
cook-islands,6 de Jun,Queen Elizabeth II's Birthday,Public Holiday
cook-islands,20 de Jun,June Solstice,Season
cook-islands,1 de Jul,Ui Ariki Day,Public Holiday
cook-islands,4 de Ago,Constitution Day,Public Holiday
cook-islands,22 de Set,September Equinox,Season
cook-islands,30 de Set,Queen Elizabeth II’s Memorial Public Holiday,Public Holiday
cook-islands,26 de Out,Gospel Day,Public Holiday
cook-islands,21 de Dez,December Solstice,Season
cook-islands,25 de Dez,Christmas Day,Public Holiday
cook-islands,26 de Dez,Christmas Day observed,Public Holiday
cook-islands,26 de Dez,Boxing Day,Public Holiday
cook-islands,27 de Dez,Boxing Day observed,Public Holiday
costa-rica,1 de Jan,New Year's Day,National holiday
costa-rica,19 de Mar,Saint Joseph's Day,Observance
costa-rica,20 de Mar,March Equinox,Season
costa-rica,11 de Abr,Battle of Rivas,National holiday
costa-rica,12 de Abr,Public Sector Holiday,Government Holiday
costa-rica,13 de Abr,Public Sector Holiday,Government Holiday
costa-rica,14 de Abr,Maundy Thursday,"National holiday, Christian"
costa-rica,15 de Abr,Good Friday,"National holiday, Christian"
costa-rica,1 de Mai,Labor Day / May Day,National holiday
costa-rica,19 de Jun,Father's Day,Observance
costa-rica,21 de Jun,June Solstice,Season
costa-rica,25 de Jul,Annexation of Guanacaste,National holiday
costa-rica,2 de Ago,Our Lady of Los Ángeles,Non Compulsory Payment Holiday
costa-rica,15 de Ago,Mother's Day,National holiday
costa-rica,24 de Ago,National Parks Day,Observance
costa-rica,4 de Set,Day of the Black Person and Afro-Costa Rican Culture,Non Compulsory Payment Holiday
costa-rica,9 de Set,Children's Day,Observance
costa-rica,15 de Set,Independence Day,Observance
costa-rica,19 de Set,Independence Day,National holiday
costa-rica,22 de Set,September Equinox,Season
costa-rica,2 de Nov,All Souls' Day,Observance
costa-rica,22 de Nov,Teacher's Day,Observance
costa-rica,1 de Dez,Day of Abolition of the Army,Observance
costa-rica,5 de Dez,Day of Abolition of the Army,Non Compulsory Payment Holiday
costa-rica,8 de Dez,Feast of the Immaculate Conception,Observance
costa-rica,21 de Dez,December Solstice,Season
costa-rica,25 de Dez,Christmas Day,"National holiday, Christian"
costa-rica,31 de Dez,New Year's Eve,Observance
ivory-coast,1 de Jan,New Year,Public Holiday
ivory-coast,20 de Mar,March Equinox,Season
ivory-coast,18 de Abr,Easter Monday,Public Holiday
ivory-coast,28 de Abr,Day After Laila tou-Kadr,Public Holiday
ivory-coast,1 de Mai,Labor Day,Public Holiday
ivory-coast,2 de Mai,Day off for Labor Day,Public Holiday
ivory-coast,2 de Mai,Aid el-Fitr,Public Holiday
ivory-coast,26 de Mai,Ascension Day,Public Holiday
ivory-coast,6 de Jun,Whit Monday,Public Holiday
ivory-coast,21 de Jun,June Solstice,Season
ivory-coast,9 de Jul,Aid el-Kebir,Public Holiday
ivory-coast,7 de Ago,Independence Day,Public Holiday
ivory-coast,8 de Ago,Day off for Independence Day,Public Holiday
ivory-coast,15 de Ago,Assumption of Mary,Public Holiday
ivory-coast,23 de Set,September Equinox,Season
ivory-coast,8 de Out,The Day After Prophet's Birthday (Tentative Date),Public Holiday
ivory-coast,1 de Nov,All Saints Day,Public Holiday
ivory-coast,15 de Nov,National Peace Day,Public Holiday
ivory-coast,21 de Dez,December Solstice,Season
ivory-coast,25 de Dez,Christmas Day,Public Holiday
ivory-coast,26 de Dez,Day off for Christmas Day,Public Holiday
croatia,1 de Jan,New Year's Day,National holiday
croatia,6 de Jan,Epiphany,National holiday
croatia,7 de Jan,Orthodox Christmas Day,Optional holiday
croatia,9 de Jan,Međimurje Unification Day,Observance
croatia,15 de Jan,Day of the International Recognition of the Republic of Croatia,Observance
croatia,15 de Jan,Day of Peaceful Reintegration of the Croatian Danube Region,Observance
croatia,15 de Mar,Day of the Establishment of the National Protection in the Republic of Croatia,Observance
croatia,19 de Mar,Father's Day,Observance
croatia,20 de Mar,March Equinox,Season
croatia,17 de Abr,Easter Sunday,National holiday
croatia,18 de Abr,Easter Monday,National holiday
croatia,24 de Abr,Orthodox Easter Day,Optional holiday
croatia,25 de Abr,Orthodox Easter Monday,Optional holiday
croatia,30 de Abr,Day of the Deaths of Zrinski and Frankopan,Observance
croatia,1 de Mai,Labor Day / May Day,National holiday
croatia,2 de Mai,Ramadan Bayram,Optional holiday
croatia,8 de Mai,Mother's Day,Observance
croatia,9 de Mai,Europe Day and Victory Day Over Fascism,Observance
croatia,30 de Mai,Statehood Day,National holiday
croatia,16 de Jun,Corpus Christi,National holiday
croatia,21 de Jun,June Solstice,Season
croatia,22 de Jun,Day of Antifascist Struggle,National holiday
croatia,25 de Jun,Independence Day,Observance
croatia,9 de Jul,Kurban Bayram,Optional holiday
croatia,5 de Ago,Victory Day,National holiday
croatia,15 de Ago,Assumption of Mary,National holiday
croatia,23 de Ago,European Day of Remembrance of Victims of Totalitarian and Authoritarian Regimes,Observance
croatia,30 de Ago,Day of Remembrance of Missing Persons in the Homeland War,Observance
croatia,23 de Set,September Equinox,Season
croatia,25 de Set,"Unification Day of Istria, Rijeka, Zadar, and the Islands",Observance
croatia,26 de Set,Rosh Hashana,Optional holiday
croatia,5 de Out,Yom Kippur,Optional holiday
croatia,8 de Out,Day of the Croatian Parliament,Observance
croatia,1 de Nov,All Saints' Day,National holiday
croatia,18 de Nov,Remembrance Day,National holiday
croatia,21 de Dez,December Solstice,Season
croatia,25 de Dez,Christmas Day,National holiday
croatia,26 de Dez,St Stephen's Day,National holiday
cuba,1 de Jan,Liberation Day,National holiday
cuba,2 de Jan,Victory Day,National holiday
cuba,3 de Jan,Public Holiday,National holiday
cuba,6 de Jan,Epiphany,Observance
cuba,28 de Jan,José Martí's Birthday Memorial,Observance
cuba,13 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
cuba,20 de Mar,March Equinox,Season
cuba,10 de Abr,Palm Sunday,"Observance, Christian"
cuba,14 de Abr,Maundy Thursday,"Observance, Christian"
cuba,15 de Abr,Good Friday,National holiday
cuba,1 de Mai,Labor Day / May Day,National holiday
cuba,2 de Mai,Day off for Labor Day / May Day,National holiday
cuba,8 de Mai,Mother's Day,Observance
cuba,20 de Mai,Independence Day,Observance
cuba,21 de Jun,June Solstice,Season
cuba,25 de Jul,Revolution Anniversary,National holiday
cuba,26 de Jul,Day of the Rebellion,National holiday
cuba,27 de Jul,Revolution Anniversary Celebration,National holiday
cuba,22 de Set,September Equinox,Season
cuba,10 de Out,Beginning of the War of Independence,National holiday
cuba,6 de Nov,Daylight Saving Time ends,Clock change/Daylight Saving Time
cuba,21 de Dez,December Solstice,Season
cuba,25 de Dez,Christmas Day,National holiday
cuba,31 de Dez,New Year's Eve,National holiday
curacao,1 de Jan,New Year's Day,Public Holiday
curacao,28 de Fev,Carnival Monday,Public Holiday
curacao,20 de Mar,March Equinox,Season
curacao,15 de Abr,Good Friday,Public Holiday
curacao,18 de Abr,Easter Monday,Public Holiday
curacao,27 de Abr,King's Birthday,Public Holiday
curacao,1 de Mai,Labor Day / May Day,Public Holiday
curacao,2 de Mai,Day off for Labor Day / May Day,Public Holiday
curacao,26 de Mai,Ascension Day,Public Holiday
curacao,21 de Jun,June Solstice,Season
curacao,2 de Jul,Flag Day,Public Holiday
curacao,22 de Set,September Equinox,Season
curacao,10 de Out,Curaçao Day,Public Holiday
curacao,21 de Dez,December Solstice,Season
curacao,25 de Dez,Christmas Day,Public Holiday
curacao,26 de Dez,Boxing Day,Public Holiday
curacao,31 de Dez,New Year's Eve,Half Day Holiday
cyprus,1 de Jan,New Year's Day,National holiday
cyprus,6 de Jan,Epiphany,National holiday
cyprus,7 de Mar,Green Monday,National holiday
cyprus,20 de Mar,March Equinox,Season
cyprus,25 de Mar,Greek Independence Day,National holiday
cyprus,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
cyprus,1 de Abr,Cyprus National Holiday,National holiday
cyprus,22 de Abr,Good Friday (Orthodox),"National holiday, Orthodox"
cyprus,23 de Abr,Holy Saturday (Orthodox),"Observance, Orthodox"
cyprus,24 de Abr,Easter Sunday (Orthodox),"Observance, Orthodox"
cyprus,25 de Abr,Easter Monday (Orthodox),"National holiday, Orthodox"
