país,data,nome,tipo
afghanistan,15 de Fev,Liberation Day,Public Holiday
afghanistan,20 de Mar,March Equinox,Season
afghanistan,21 de Mar,Nauruz,Observance
afghanistan,2 de Abr,First Day of Ramadan,Public Holiday
afghanistan,28 de Abr,Afghan Victory Day,Public Holiday
afghanistan,1 de Mai,Eid al-Fitr,Public Holiday
afghanistan,1 de Mai,Labor Day,Public Holiday
afghanistan,2 de Mai,Eid al-Fitr Holiday,Public Holiday
afghanistan,3 de Mai,Eid al-Fitr Holiday,Public Holiday
afghanistan,21 de Jun,June Solstice,Season
afghanistan,8 de Jul,Day of Arafat,Public Holiday
afghanistan,9 de Jul,Eid al-Qurban,Public Holiday
afghanistan,10 de Jul,Eid al-Qurban Holiday,Public Holiday
afghanistan,11 de Jul,Eid al-Qurban Holiday,Public Holiday
afghanistan,8 de Ago,Ashura (Tentative Date),Public Holiday
afghanistan,15 de Ago,First Anniversary of Taliban Rule,Public Holiday
afghanistan,19 de Ago,Independence Day (National Day),Public Holiday
afghanistan,31 de Ago,First Anniversary of the Withdrawal of Foreign Troops,Public Holiday
afghanistan,9 de Set,Martyrs and Ahmad Shah Masoud Day,Public Holiday
afghanistan,23 de Set,September Equinox,Season
afghanistan,8 de Out,The Prophet's Birthday,Public Holiday
afghanistan,22 de Dez,December Solstice,Season
albania,1 de Jan,New Year's Day,National holiday
albania,2 de Jan,New Year's Day (Day 2),National holiday
albania,3 de Jan,Day off for New Year's Day,National holiday
albania,3 de Jan,Day off for New Year's Day (Day 2),National holiday
albania,14 de Fev,Valentine's Day,Observance
albania,8 de Mar,Mothers' Day,Observance
albania,14 de Mar,Summer Day,National holiday
albania,20 de Mar,March Equinox,Season
albania,21 de Mar,Public Holiday,National holiday
albania,22 de Mar,Nevruz Day,National holiday
albania,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
albania,15 de Abr,Good Friday,Observance
albania,16 de Abr,Holy Saturday,Observance
albania,17 de Abr,Easter Sunday,National holiday
albania,18 de Abr,Day off for Easter Sunday,National holiday
albania,18 de Abr,Easter Monday,Observance
albania,22 de Abr,Good Friday (Orthodox),"Observance, Orthodox"
albania,23 de Abr,Easter Saturday (Orthodox),"Observance, Orthodox"
albania,24 de Abr,Easter Sunday (Orthodox),"National holiday, Orthodox"
albania,25 de Abr,Easter Monday (Orthodox),"Observance, Orthodox"
albania,25 de Abr,Day off for Easter Sunday (Orthodox),National holiday
albania,1 de Mai,International Worker’s Day,National holiday
albania,2 de Mai,Day off for International Worker’s Day,National holiday
albania,2 de Mai,Eid al-Fitr,National holiday
albania,19 de Jun,Fathers' Day,Observance
albania,21 de Jun,June Solstice,Season
albania,9 de Jul,Feast of the Sacrifice,National holiday
albania,5 de Set,Mother Teresa Beatification Day,National holiday
albania,23 de Set,September Equinox,Season
albania,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
albania,31 de Out,Halloween,Observance
albania,28 de Nov,Flag and Independence Day,National holiday
albania,29 de Nov,Liberation Day,National holiday
albania,8 de Dez,National Youth Day,National holiday
albania,21 de Dez,December Solstice,Season
albania,24 de Dez,Christmas Eve,Observance
albania,25 de Dez,Christmas Day,National holiday
albania,26 de Dez,Day off for Christmas Day,National holiday
albania,31 de Dez,New Year's Eve,Observance
algeria,1 de Jan,New Year,Public Holiday
algeria,12 de Jan,Berber New Year,Public Holiday
algeria,20 de Mar,March Equinox,Season
algeria,1 de Mai,May Day,Public Holiday
algeria,2 de Mai,Eid al-Fitr,Public Holiday
algeria,3 de Mai,Eid al-Fitr Holiday,Public Holiday
algeria,21 de Jun,June Solstice,Season
algeria,5 de Jul,Independence Day,Public Holiday
algeria,9 de Jul,Eid al-Adha,Public Holiday
algeria,11 de Jul,Eid al-Adha Holiday (Tentative Date),Public Holiday
algeria,30 de Jul,Muharram,Public Holiday
algeria,8 de Ago,Day of Achura (Tentative Date),Public Holiday
algeria,23 de Set,September Equinox,Season
algeria,8 de Out,The Prophet's Birthday,Public Holiday
algeria,1 de Nov,Anniversary of the Revolution,Public Holiday
algeria,21 de Dez,December Solstice,Season
american-samoa,1 de Jan,New Year's Day,Public Holiday
american-samoa,17 de Jan,Martin Luther King Jr. Day,Public Holiday
american-samoa,21 de Fev,President's Day,Public Holiday
american-samoa,20 de Mar,March Equinox,Season
american-samoa,15 de Abr,Good Friday,Public Holiday
american-samoa,18 de Abr,Flag Day,Public Holiday
american-samoa,30 de Mai,Memorial Day,Public Holiday
american-samoa,20 de Jun,June Solstice,Season
american-samoa,4 de Jul,Independence Day,Public Holiday
american-samoa,16 de Jul,Manu'a Cession Day,Public Holiday
american-samoa,5 de Set,Labor Day,Public Holiday
american-samoa,22 de Set,September Equinox,Season
american-samoa,10 de Out,Columbus Day,Public Holiday
american-samoa,11 de Nov,Veterans' Day,Public Holiday
american-samoa,24 de Nov,Thanksgiving,Public Holiday
american-samoa,21 de Dez,December Solstice,Season
american-samoa,25 de Dez,Christmas Day,Public Holiday
andorra,1 de Jan,New Year's Day,National holiday
andorra,6 de Jan,Epiphany,National holiday
andorra,28 de Fev,Carnival,National holiday
andorra,14 de Mar,Constitution Day,National holiday
andorra,19 de Mar,Father's Day,Observance
andorra,20 de Mar,March Equinox,Season
andorra,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
andorra,14 de Abr,Maundy Thursday (Starting Noon),Bank holiday
andorra,15 de Abr,Good Friday,National holiday
andorra,16 de Abr,Holy Saturday,Bank holiday
andorra,17 de Abr,Easter Sunday,Observance
andorra,18 de Abr,Easter Monday,National holiday
andorra,1 de Mai,Mother's Day,Observance
andorra,1 de Mai,May Day,National holiday
andorra,26 de Mai,Ascension Day,Observance
andorra,5 de Jun,Whit Sunday,Observance
andorra,6 de Jun,Whit Monday,National holiday
andorra,21 de Jun,June Solstice,Season
andorra,15 de Ago,Assumption of Mary,National holiday
andorra,8 de Set,National Day,National holiday
andorra,23 de Set,September Equinox,Season
andorra,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
andorra,1 de Nov,All Saints' Day,National holiday
andorra,8 de Dez,Feast of the Immaculate Conception,National holiday
andorra,21 de Dez,December Solstice,Season
andorra,24 de Dez,Christmas Eve,Bank holiday
andorra,25 de Dez,Christmas Day,National holiday
andorra,26 de Dez,Boxing Day,National holiday
andorra,31 de Dez,New Year's Eve (Bank holiday),Bank holiday
angola,1 de Jan,New Year,Public Holiday
angola,4 de Fev,Liberation Movement Day,Public Holiday
angola,28 de Fev,Carnival Holiday,Public Holiday
angola,1 de Mar,Carnival,Public Holiday
angola,7 de Mar,Day off for International Woman's Day,Public Holiday
angola,8 de Mar,International Woman's Day,Public Holiday
angola,20 de Mar,March Equinox,Season
angola,23 de Mar,Southern Africa Liberation Day,Public Holiday
angola,4 de Abr,Peace Day,Public Holiday
angola,15 de Abr,Good Friday,Public Holiday
angola,1 de Mai,May Day,Public Holiday
angola,21 de Jun,June Solstice,Season
angola,17 de Set,National Hero Day,Public Holiday
angola,23 de Set,September Equinox,Season
angola,2 de Nov,All Souls' Day,Public Holiday
angola,11 de Nov,Independence Day,Public Holiday
angola,21 de Dez,December Solstice,Season
angola,25 de Dez,Christmas Day,Public Holiday
anguilla,1 de Jan,New Year's Day,Public Holiday
anguilla,3 de Jan,Day off for New Year's Day,Public Holiday
anguilla,2 de Mar,James Ronald Webster Day,Public Holiday
anguilla,20 de Mar,March Equinox,Season
anguilla,15 de Abr,Good Friday,Public Holiday
anguilla,18 de Abr,Easter Monday,Public Holiday
anguilla,1 de Mai,Labor Day / May Day,Public Holiday
anguilla,2 de Mai,Day off for Labor Day / May Day,Public Holiday
anguilla,30 de Mai,Anguilla Day,Public Holiday
anguilla,3 de Jun,Celebration of the Platinum Jubilee and Official Birthday of Her Majesty The Queen,Public Holiday
anguilla,6 de Jun,Whit Monday,Public Holiday
anguilla,21 de Jun,June Solstice,Season
anguilla,1 de Ago,August Monday,Public Holiday
anguilla,4 de Ago,August Thursday,Public Holiday
anguilla,5 de Ago,Constitution Day,Public Holiday
anguilla,22 de Set,September Equinox,Season
anguilla,19 de Dez,National Heroes and Heroines Day,Public Holiday
anguilla,21 de Dez,December Solstice,Season
anguilla,25 de Dez,Christmas Day,Public Holiday
anguilla,26 de Dez,Day off for Christmas Day,Public Holiday
anguilla,26 de Dez,Boxing Day,Public Holiday
anguilla,27 de Dez,Day off for Boxing Day,Public Holiday
antigua-and-barbuda,1 de Jan,New Year's Day,Public Holiday
antigua-and-barbuda,20 de Mar,March Equinox,Season
antigua-and-barbuda,15 de Abr,Good Friday,Public Holiday
antigua-and-barbuda,18 de Abr,Easter Monday,Public Holiday
antigua-and-barbuda,2 de Mai,Labour Day,Public Holiday
antigua-and-barbuda,6 de Jun,Whit Monday,Public Holiday
antigua-and-barbuda,21 de Jun,June Solstice,Season
antigua-and-barbuda,1 de Ago,Carnival Holiday,Public Holiday
antigua-and-barbuda,2 de Ago,Carnival Holiday,Public Holiday
antigua-and-barbuda,19 de Set,Queen Elizabeth II's Funeral Day,Public Holiday
antigua-and-barbuda,22 de Set,September Equinox,Season
antigua-and-barbuda,26 de Out,National Heroes Day,Observance
antigua-and-barbuda,1 de Nov,Independence Day,Public Holiday
antigua-and-barbuda,9 de Dez,V.C. Bird Day,Public Holiday
antigua-and-barbuda,21 de Dez,December Solstice,Season
antigua-and-barbuda,25 de Dez,Christmas Day,Public Holiday
antigua-and-barbuda,26 de Dez,Boxing Day,Public Holiday
antigua-and-barbuda,27 de Dez,Day off for Christmas Day,Public Holiday
argentina,1 de Jan,New Year's Day,National holiday
argentina,13 de Jan,Public Sector Half Day,Public Sector Holiday
argentina,14 de Jan,Public Sector Half Day,Public Sector Holiday
argentina,28 de Fev,Carnival / Shrove Monday,National holiday
argentina,1 de Mar,Carnival / Shrove Tuesday / Pancake Day,National holiday
argentina,20 de Mar,March Equinox,Season
argentina,24 de Mar,Memorial Day,National holiday
argentina,2 de Abr,Day of the Veterans,National holiday
argentina,14 de Abr,Maundy Thursday,"National holiday, Christian"
argentina,15 de Abr,Good Friday,"National holiday, Christian"
argentina,15 de Abr,Passover Eve,Observance
argentina,16 de Abr,First day of Passover,Optional holiday
argentina,17 de Abr,Easter Sunday,"Observance, Christian"
argentina,17 de Abr,Second Day of Passover,Optional holiday
argentina,21 de Abr,Sixth Day of Passover,Observance
argentina,22 de Abr,Seventh Day of Passover,"Hebrew, Optional holiday"
argentina,23 de Abr,Last day of Passover,"Hebrew, Optional holiday"
argentina,24 de Abr,Action Day for Tolerance and Respect between People,Observance
argentina,1 de Mai,Labor Day / May Day,National holiday
argentina,2 de Mai,End of Ramadan,"Muslim, Optional holiday"
argentina,18 de Mai,Census Day,National holiday
argentina,25 de Mai,National Day/May 1810 Revolution,National holiday
argentina,17 de Jun,Commemoration of General Don Martín Miguel de Güemes,National holiday
argentina,20 de Jun,Flag Day,National holiday
argentina,21 de Jun,June Solstice,Season
argentina,9 de Jul,Independence day,National holiday
argentina,9 de Jul,Eid al-Adha,"Muslim, Optional holiday"
argentina,30 de Jul,Muharram/New Year,"Muslim, Optional holiday"
argentina,15 de Ago,San Martín Day,National holiday
argentina,2 de Set,Public Holiday,National holiday
argentina,22 de Set,September Equinox,Season
argentina,25 de Set,Rosh Hashana Eve,Hebrew
argentina,26 de Set,Rosh Hashana,"Hebrew, Optional holiday"
argentina,27 de Set,Second day of Rosh Hashana,"Hebrew, Optional holiday"
argentina,4 de Out,Yom Kippur Eve,Hebrew
argentina,5 de Out,Yom Kippur,"Hebrew, Optional holiday"
argentina,7 de Out,Bridge Public Holiday,National holiday
argentina,10 de Out,Day of Respect for Cultural Diversity,National holiday
argentina,20 de Nov,National Sovereignty Day,National holiday
argentina,21 de Nov,Bridge Public Holiday,National holiday
argentina,8 de Dez,Feast of the Immaculate Conception,National holiday
argentina,9 de Dez,Bridge Public Holiday,National holiday
argentina,21 de Dez,December Solstice,Season
argentina,25 de Dez,Christmas Day,"National holiday, Christian"
argentina,31 de Dez,New Year's Eve,Observance
armenia,1 de Jan,New Year's Day,National holiday
armenia,2 de Jan,New Year's Day (Day 2),National holiday
armenia,5 de Jan,Christmas Eve,Observance
armenia,6 de Jan,Christmas Day,National holiday
armenia,7 de Jan,Christmas Remembrance Day,Observance
armenia,28 de Jan,Army Day,National holiday
armenia,14 de Fev,Valentine's Day,Observance
armenia,21 de Fev,Mother Language Day,Observance
armenia,24 de Fev,Feast of Saint Vartan,Observance
armenia,8 de Mar,International Women's Day,National holiday
armenia,20 de Mar,March Equinox,Season
armenia,7 de Abr,Motherhood and Beauty Day,Observance
armenia,15 de Abr,Good Friday,Observance
armenia,16 de Abr,Holy Saturday,Observance
armenia,16 de Abr,Armenian Cinema Day,Observance
armenia,17 de Abr,Easter Sunday,Observance
armenia,18 de Abr,Easter Monday,Observance
armenia,19 de Abr,Taxpayer's Day,Observance
armenia,24 de Abr,Genocide Remembrance Day,National holiday
armenia,30 de Abr,Citizens' Day,Observance
armenia,1 de Mai,Labour Day/May Day,National holiday
armenia,8 de Mai,Yerkrapah Day,Observance
armenia,9 de Mai,Victory and Peace Day,National holiday
armenia,15 de Mai,Family Day,Observance
armenia,16 de Mai,Day of Students and Youth,Observance
armenia,28 de Mai,Republic Day,National holiday
armenia,1 de Jun,Children's Day,Observance
armenia,14 de Jun,Remembrance Day of the Oppressed,Observance
armenia,19 de Jun,Fathers' Day,Observance
armenia,21 de Jun,June Solstice,Season
armenia,5 de Jul,Constitution Day,National holiday
armenia,5 de Jul,Day of State Symbols,Observance
armenia,1 de Set,Knowledge and Literature Day,Observance
armenia,21 de Set,Independence Day,National holiday
armenia,23 de Set,September Equinox,Season
armenia,2 de Out,Day of National Minorities of the Republic of Armenia,Observance
armenia,5 de Out,Teacher's Day,Observance
armenia,8 de Out,Translators' Day,Observance
armenia,31 de Out,Halloween,Observance
armenia,10 de Nov,Local Self-Government Day,Observance
armenia,7 de Dez,Spitak Remembrance Day,Observance
armenia,9 de Dez,Genocide Condemnation and Prevention Day,Observance
armenia,22 de Dez,December Solstice,Season
armenia,31 de Dez,New Year's Eve,National holiday
aruba,1 de Jan,New Year's Day,Public Holiday
aruba,25 de Jan,Betico Croes' Birthday,Public Holiday
aruba,28 de Fev,Carnival Monday,Public Holiday
aruba,18 de Mar,National Anthem and Flag Day,Public Holiday
aruba,20 de Mar,March Equinox,Season
aruba,15 de Abr,Good Friday,Public Holiday
aruba,18 de Abr,Easter Monday,Public Holiday
aruba,27 de Abr,King's Day,Public Holiday
aruba,1 de Mai,Labor Day,Public Holiday
aruba,2 de Mai,Day off for Labor Day,Public Holiday
aruba,26 de Mai,Ascension Day,Public Holiday
aruba,21 de Jun,June Solstice,Season
aruba,22 de Set,September Equinox,Season
aruba,21 de Dez,December Solstice,Season
aruba,25 de Dez,Christmas Day,Public Holiday
aruba,26 de Dez,Boxing Day,Public Holiday
australia,1 de Jan,New Year's Day,National Holiday
australia,3 de Jan,Day off for New Year's Day,State Holiday
australia,6 de Jan,Epiphany,Christian
australia,7 de Jan,Orthodox Christmas Day,Orthodox
australia,14 de Jan,Orthodox New Year,Orthodox
australia,17 de Jan,Tu B'Shevat (Arbor Day),Jewish holiday
australia,26 de Jan,Australia Day,National Holiday
australia,1 de Fev,Lunar New Year,Observance
australia,1 de Fev,Lunar New Year,State Holiday
australia,2 de Fev,Lunar New Year Holiday (Day 2),State Holiday
australia,14 de Fev,Royal Hobart Regatta,State Holiday
australia,14 de Fev,Valentine's Day,Observance
australia,28 de Fev,Isra and Mi'raj,Muslim
australia,1 de Mar,Carnival / Shrove Tuesday / Pancake Day,Christian
australia,2 de Mar,Ash Wednesday,Christian
australia,7 de Mar,Labour Day,State Holiday
australia,14 de Mar,Labour Day,State Holiday
australia,14 de Mar,Adelaide Cup,State Holiday
australia,14 de Mar,Canberra Day,State Holiday
australia,17 de Mar,Purim,Jewish holiday
australia,17 de Mar,St Patrick's Day,Observance
australia,17 de Mar,National Close the Gap Day,Observance
australia,21 de Mar,Harmony Day,Observance
australia,21 de Mar,March Equinox,Season
australia,2 de Abr,Ramadan Start,Muslim
australia,3 de Abr,Daylight Saving Time ends,Clock change/Daylight Saving Time
australia,6 de Abr,Self Determination Day,State Holiday
australia,10 de Abr,Palm Sunday,Christian
australia,14 de Abr,Maundy Thursday,Christian
australia,15 de Abr,Good Friday,Restricted Trading Day
australia,15 de Abr,Good Friday,National Holiday
australia,16 de Abr,First day of Passover,Jewish holiday
australia,16 de Abr,Holy Saturday,State Holiday
australia,17 de Abr,Easter Sunday,State Holiday
australia,17 de Abr,Easter Sunday,Observance
australia,18 de Abr,Easter Monday,National Holiday
australia,19 de Abr,Easter Tuesday,State Public Sector Holiday
australia,22 de Abr,Orthodox Good Friday,Orthodox
australia,23 de Abr,Last day of Passover,Jewish holiday
australia,23 de Abr,Orthodox Holy Saturday,Orthodox
australia,24 de Abr,Orthodox Easter,Orthodox
australia,25 de Abr,Orthodox Easter Monday,Orthodox
australia,25 de Abr,ANZAC Day,National Holiday
australia,25 de Abr,ANZAC Day Observed,Half Day Restricted Trading Day
australia,27 de Abr,Yom HaShoah,Jewish commemoration
australia,28 de Abr,Laylatul Qadr (Night of Power),Muslim
australia,2 de Mai,Eid ul Fitr,Muslim
australia,2 de Mai,May Day,State Holiday
australia,3 de Mai,Hari Raya Puasa,State Holiday
australia,5 de Mai,Yom HaAtzmaut,Jewish holiday
australia,8 de Mai,Mother's Day,Observance
australia,19 de Mai,Lag B'Omer,Jewish holiday
australia,26 de Mai,Ascension Day,Christian
australia,26 de Mai,National Sorry Day,Observance
australia,30 de Mai,Reconciliation Day,State Holiday
australia,5 de Jun,Pentecost,Christian
australia,5 de Jun,Shavuot,Jewish holiday
australia,6 de Jun,Whit Monday,Christian
australia,6 de Jun,Western Australia Day,State Holiday
australia,6 de Jun,Queensland Day,Local observance
australia,12 de Jun,Trinity Sunday,Christian
australia,13 de Jun,Queen's Birthday,State Holiday
australia,16 de Jun,Corpus Christi,Christian
australia,21 de Jun,June Solstice,Season
australia,3 de Jul,First Day of NAIDOC Week,Observance
australia,9 de Jul,Eid al-Adha,Muslim
australia,10 de Jul,Hari Raya Haji,State Holiday
australia,11 de Jul,Day off for Hari Raya Haji,State Holiday
australia,31 de Jul,Muharram/Islamic New Year,Muslim
australia,1 de Ago,New South Wales Bank Holiday,State Bank Holiday
australia,1 de Ago,Northern Territory Picnic Day,State Holiday
australia,7 de Ago,Tisha B'Av,Jewish holiday
australia,8 de Ago,Ashura,Muslim
australia,10 de Ago,Royal National Agricultural Show Day Queensland,State Holiday
australia,15 de Ago,Assumption of Mary,Christian
australia,4 de Set,Father's Day,Observance
australia,22 de Set,National Day of Mourning for Her Majesty The Queen,National Holiday
australia,23 de Set,Friday before the AFL Grand Final,State Holiday
australia,23 de Set,September Equinox,Season
australia,26 de Set,Rosh Hashana,Jewish holiday
australia,26 de Set,King's Birthday,State Holiday
australia,2 de Out,Daylight Saving Time starts,Clock change/Daylight Saving Time
australia,3 de Out,Territory Day,State Holiday
australia,3 de Out,Queen's Birthday,State Holiday
australia,3 de Out,Labour Day,State Holiday
australia,4 de Out,Feast of St Francis of Assisi,Christian
australia,5 de Out,Yom Kippur,Jewish holiday
australia,8 de Out,Milad un Nabi (Mawlid),Muslim
australia,8 de Out,Hari Maulad Nabi,State Holiday
australia,10 de Out,First day of Sukkot,Jewish holiday
australia,10 de Out,Day off for Hari Maulad Nabi,State Holiday
australia,15 de Out,International Pregnancy and Infant Loss Remembrance Day,Observance
australia,16 de Out,Hoshana Rabbah,Jewish holiday
australia,17 de Out,Shemini Atzeret,Jewish holiday
australia,18 de Out,Simchat Torah,Jewish holiday
australia,20 de Out,Royal Hobart Show,State Holiday
australia,25 de Out,Diwali/Deepavali,Observance
australia,31 de Out,Halloween,Observance
australia,1 de Nov,All Saints' Day,Christian
australia,1 de Nov,Melbourne Cup Day,State Holiday
australia,2 de Nov,All Souls' Day,Christian
australia,7 de Nov,Recreation Day,State Holiday
australia,11 de Nov,Remembrance Day,Observance
australia,27 de Nov,First Sunday of Advent,Observance
australia,8 de Dez,Feast of the Immaculate Conception,Christian
australia,19 de Dez,First Day of Hanukkah,Jewish holiday
australia,22 de Dez,December Solstice,Season
australia,24 de Dez,Christmas Eve,Part Day Holiday
australia,24 de Dez,Christmas Eve,Observance
australia,25 de Dez,Christmas Day,National Holiday
australia,25 de Dez,Christmas Day,Restricted Trading Day
australia,26 de Dez,Last day of Hanukkah,Jewish holiday
australia,26 de Dez,Christmas Day Observed,State Holiday
australia,26 de Dez,Boxing Day,National Holiday
australia,26 de Dez,Proclamation Day,State Holiday
australia,27 de Dez,Christmas Day Observed,State Holiday
australia,27 de Dez,Boxing Day Observed,State Holiday
australia,27 de Dez,Day off for Proclamation Day,State Holiday
australia,31 de Dez,New Year's Eve,Observance
australia,31 de Dez,New Year's Eve,Part Day Holiday
austria,1 de Jan,New Year's Day,National holiday
austria,6 de Jan,Epiphany,National holiday
austria,19 de Mar,Saint Joseph's Day,State holiday
austria,20 de Mar,March Equinox,Season
austria,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
austria,10 de Abr,Palm Sunday,Observance
austria,15 de Abr,Good Friday,Observance
austria,17 de Abr,Easter Sunday,Observance
austria,18 de Abr,Easter Monday,National holiday
austria,1 de Mai,Labor Day / May Day,National holiday
austria,4 de Mai,Saint Florian's Day,State holiday
austria,8 de Mai,Mother's Day,Observance
austria,26 de Mai,Ascension Day,National holiday
austria,5 de Jun,Whit Sunday,Observance
austria,6 de Jun,Whit Monday,National holiday
austria,12 de Jun,Father's Day,Observance
austria,16 de Jun,Corpus Christi,National holiday
austria,21 de Jun,June Solstice,Season
austria,15 de Ago,Assumption of Mary,National holiday
austria,23 de Set,September Equinox,Season
austria,24 de Set,Saint Rupert's Day,State holiday
austria,25 de Set,European Heritage Days,Observance
austria,5 de Out,Yom Kippur,Optional Holiday
austria,10 de Out,Plebiscite Day,State holiday
austria,26 de Out,National Day,National holiday
austria,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
austria,31 de Out,Reformation Day,Observance
austria,1 de Nov,All Saints' Day,National holiday
austria,2 de Nov,All Souls' Day,Observance
austria,11 de Nov,Saint Martin's Day,State holiday
austria,15 de Nov,Saint Leopold's Day,State holiday
austria,27 de Nov,First Advent Sunday,Observance
austria,8 de Dez,Immaculate Conception,National holiday
austria,21 de Dez,December Solstice,Season
austria,24 de Dez,Christmas Eve,Bank holiday
austria,25 de Dez,Christmas Day,National holiday
austria,26 de Dez,St. Stephen's Day,National holiday
austria,31 de Dez,New Year's Eve,Observance
azerbaijan,1 de Jan,New Year's Day,Public holiday
azerbaijan,2 de Jan,New Year's Day (day 2),Public holiday
azerbaijan,3 de Jan,Day off for New Year's Day,Public holiday
azerbaijan,4 de Jan,Day off for New Year's Day (day 2),Public holiday
azerbaijan,20 de Jan,Martyrs’ Day,Public holiday
azerbaijan,8 de Mar,Women's Day,Public holiday
azerbaijan,20 de Mar,Nowruz,Public holiday
azerbaijan,20 de Mar,March Equinox,Season
azerbaijan,21 de Mar,Nowruz/Spring Holiday,Public holiday
azerbaijan,22 de Mar,Nowruz/Spring Holiday,Public holiday
azerbaijan,23 de Mar,Nowruz/Spring Holiday,Public holiday
azerbaijan,24 de Mar,Nowruz/Spring Holiday,Public holiday
azerbaijan,2 de Mai,Ramadan holiday,Public holiday
azerbaijan,3 de Mai,Ramadan holiday,Public holiday
azerbaijan,9 de Mai,Victory Day over Fascism,Public holiday
azerbaijan,28 de Mai,Republic Day,Public holiday
azerbaijan,30 de Mai,Day off for Republic Day,Public holiday
azerbaijan,15 de Jun,Day of National Salvation of the Azerbaijani People,Public holiday
azerbaijan,21 de Jun,June Solstice,Season
azerbaijan,26 de Jun,Azerbaijan Armed Forces Day,Public holiday
azerbaijan,27 de Jun,Day off for Azerbaijan Armed Forces Day,Public holiday
azerbaijan,9 de Jul,Feast of the Sacrifice,Public holiday
azerbaijan,10 de Jul,Feast of the Sacrifice Holiday,Public holiday
azerbaijan,11 de Jul,Feast of the Sacrifice Holiday,Public holiday
azerbaijan,12 de Jul,Feast of the Sacrifice Holiday,Public holiday
azerbaijan,23 de Set,September Equinox,Season
azerbaijan,18 de Out,National Independence Day,Observance
azerbaijan,8 de Nov,Victory Day of the Republic of Azerbaijan,Public holiday
azerbaijan,9 de Nov,State Flag Day of Azerbaijan,Public holiday
azerbaijan,12 de Nov,Constitution Day,Observance
azerbaijan,17 de Nov,National Revival Day,Observance
azerbaijan,22 de Dez,December Solstice,Season
azerbaijan,31 de Dez,World Azerbaijanis Solidarity Day,Public holiday
azerbaijan,31 de Dez,New Year's Eve,Observance
bahrain,1 de Jan,New Year,National holiday
bahrain,20 de Mar,March Equinox,Season
bahrain,1 de Mai,May Day,National holiday
bahrain,2 de Mai,Eid al-Fitr,National holiday
bahrain,3 de Mai,Eid al-Fitr Holiday,National holiday
bahrain,4 de Mai,Eid al-Fitr Holiday,National holiday
bahrain,21 de Jun,June Solstice,Season
bahrain,8 de Jul,Arafat Day,Government holiday
bahrain,9 de Jul,Eid al-Adha,National holiday
bahrain,10 de Jul,Eid al-Adha Holiday,National holiday
bahrain,11 de Jul,Eid al-Adha Holiday,National holiday
bahrain,12 de Jul,Eid al-Adha Holiday,Government holiday
bahrain,30 de Jul,Muharram,National holiday
bahrain,31 de Jul,Muharram Holiday,National holiday
bahrain,8 de Ago,Ashoora,National holiday
bahrain,9 de Ago,Ashoora Holiday,National holiday
bahrain,23 de Set,September Equinox,Season
bahrain,8 de Out,The Prophet's Birthday,National holiday
bahrain,9 de Out,Day off for The Prophet's Birthday,National holiday
bahrain,16 de Dez,National Day,National holiday
bahrain,17 de Dez,National Day (second day),National holiday
bahrain,22 de Dez,December Solstice,Season
bangladesh,1 de Jan,New Year's Day,Optional Holiday
bangladesh,10 de Jan,Bangabandhu Homecoming Day,Observance
bangladesh,5 de Fev,Saraswati Puja,Optional Holiday
bangladesh,14 de Fev,Valentine's Day,Observance
bangladesh,16 de Fev,Maghi Purnima,Optional Holiday
bangladesh,21 de Fev,Language Martyrs' Day,Government Holiday
bangladesh,1 de Mar,Maha Shivaratri,Optional Holiday
bangladesh,1 de Mar,Shab-e-Meraj,Optional Holiday
bangladesh,2 de Mar,National Flag Day,Observance
bangladesh,2 de Mar,Ash Wednesday,Optional Holiday
bangladesh,17 de Mar,Sheikh Mujibur Rahman’s birthday,Government Holiday
bangladesh,17 de Mar,Doljatra,Optional Holiday
bangladesh,18 de Mar,Holi,Hindu Holiday
bangladesh,19 de Mar,Shab e-Barat (Tentative Date),Government Holiday
bangladesh,20 de Mar,March Equinox,Season
bangladesh,26 de Mar,Independence Day,Government Holiday
bangladesh,30 de Mar,Arrival Day of Sri Sri Harichand Tagore,Optional Holiday
bangladesh,13 de Abr,Chaitra Sankranti,Optional Holiday
bangladesh,14 de Abr,Bengali New Year,Government Holiday
bangladesh,14 de Abr,Maundy Thursday,Optional Holiday
bangladesh,15 de Abr,Good Friday,Optional Holiday
bangladesh,16 de Abr,Holy Saturday,Optional Holiday
bangladesh,17 de Abr,Easter Day,Optional Holiday
bangladesh,18 de Abr,Easter Monday,Observance
bangladesh,29 de Abr,Jumatul Bidah (Tentative Date),Government Holiday
bangladesh,29 de Abr,Shab-e-qadr (Tentative Date),Government Holiday
bangladesh,1 de Mai,May Day,Government Holiday
bangladesh,2 de Mai,Eid ul-Fitr Holiday,Government Holiday
bangladesh,3 de Mai,Eid ul-Fitr,Government Holiday
bangladesh,4 de Mai,Eid ul-Fitr Holiday,Government Holiday
bangladesh,5 de Mai,Eid ul-Fitr Holiday,Optional Holiday
bangladesh,8 de Mai,Mothers' Day,Observance
